Employee_ID,Attrition_rate
EID_22713,0.21436211093694124
EID_9658,0.1954433879033878
EID_22203,0.17909756228512436
EID_7652,0.23978947658372265
EID_6516,0.20572265620729607
EID_20283,0.1644521444221925
EID_21014,0.20404106462508734
EID_7693,0.19138019621857424
EID_13232,0.18752270570376114
EID_6515,0.23698690206260864
EID_13639,0.17597512285098935
EID_14669,0.19459830576077744
EID_16537,0.1969427473496133
EID_5782,0.18309232765495542
EID_20157,0.1921723661988935
EID_1855,0.1611935905872963
EID_20748,0.22030747072537463
EID_23179,0.1943192135743534
EID_12838,0.18302670928328416
EID_21656,0.16997041395310034
EID_8844,0.1837806122162172
EID_1536,0.19391916038477194
EID_8822,0.18864241395833667
EID_11398,0.19160621736161362
EID_12965,0.21717839702884273
EID_5204,0.20665249845435893
EID_10030,0.21805895922489352
EID_13227,0.17349493319813147
EID_20607,0.20739536557536362
EID_14070,0.1900037642508237
EID_3755,0.1850930226324926
EID_5459,0.2267326282800704
EID_7697,0.17710384532814064
EID_3935,0.1790725568383012
EID_19046,0.19862931462849104
EID_4040,0.18130332263694768
EID_17730,0.17303104259725588
EID_4995,0.18705845261571774
EID_24653,0.1821635264987264
EID_6978,0.16830828843646464
EID_13775,0.18703822827222122
EID_14608,0.18913230412101123
EID_3148,0.18458379986019327
EID_24868,0.21536803287683276
EID_5521,0.17473274392151905
EID_21155,0.1975075157169312
EID_3840,0.18114796748404466
EID_10646,0.2013358842773925
EID_6711,0.20925738445070785
EID_16247,0.1691460763583017
EID_16789,0.20248361590504876
EID_17967,0.18373610291198494
EID_13270,0.19710203216494787
EID_18462,0.1755779964226358
EID_22248,0.2063681689467729
EID_22693,0.20041522650412777
EID_25662,0.20803093454585164
EID_23346,0.18327709079283788
EID_4437,0.19174049367670265
EID_18108,0.1684372963358898
EID_7000,0.18029640423323678
EID_22770,0.21172739914309616
EID_7816,0.18732247005758793
EID_19615,0.1840490180022364
EID_23807,0.21412457766285717
EID_16764,0.19405564375649953
EID_16818,0.19533586319256876
EID_22712,0.17324937668065732
EID_18198,0.22718686670622606
EID_11154,0.22983034876541852
EID_22137,0.21090846674366726
EID_11655,0.1765480527124915
EID_18514,0.22081375074465473
EID_24742,0.18845907657655778
EID_16019,0.1858548083095048
EID_7357,0.1867035903176614
EID_20106,0.18799990123056373
EID_13284,0.21055110968237079
