Employee_ID,Attrition_rate
EID_22713,0.12714999999999999
EID_9658,0.2211
EID_22203,0.02
EID_7652,0.16620000000000001
EID_6516,0.18205
EID_20283,0.32795
EID_21014,0.1309
EID_7693,0.1511
EID_13232,0.0754
EID_6515,0.186
EID_13639,0.23454999999999998
EID_14669,0.23945
EID_16537,0.10895
EID_5782,0.1085
EID_20157,0.030699999999999998
EID_1855,0.16275
EID_20748,0.2154
EID_23179,0.01855
EID_12838,0.1447
EID_21656,0.14435
EID_8844,0.19215
EID_1536,0.13195
EID_8822,0.27095
EID_11398,0.34904999999999997
EID_12965,0.10020000000000001
EID_5204,0.0052499999999999995
EID_10030,0.8005
EID_13227,0.1995
EID_20607,0.13065
EID_14070,0.2157
EID_3755,0.32595
EID_5459,0.19535
EID_7697,0.4403
EID_3935,0.1787
EID_19046,0.40755
EID_4040,0.2411
EID_17730,0.0844
EID_4995,0.11815
EID_24653,0.27165
EID_6978,0.38035
EID_13775,0.14605
EID_14608,0.2479
EID_3148,0.0348
EID_24868,0.21339999999999998
EID_5521,0.16654999999999998
EID_21155,0.07719999999999999
EID_3840,0.1689
EID_10646,0.1653
EID_6711,0.257
EID_16247,0.16875
EID_16789,0.0312
EID_17967,0.4365
EID_13270,0.4003
EID_18462,0.34035
EID_22248,0.034
EID_22693,0.5115000000000001
EID_25662,0.10855
EID_23346,0.1867
EID_4437,0.5517500000000001
EID_18108,0.09365
EID_7000,0.04385
EID_22770,0.0158
EID_7816,0.1709
EID_19615,0.0756
EID_23807,0.37515000000000004
EID_16764,0.0474
EID_16818,0.09305
EID_22712,0.18805
EID_18198,0.18775000000000003
EID_11154,0.12190000000000001
EID_22137,0.09675
EID_11655,0.1318
EID_18514,0.15175
EID_24742,0.4694
EID_16019,0.07195
EID_7357,0.05555
EID_20106,0.2809
EID_13284,0.1577
EID_5451,0.03815
EID_19728,0.2122
EID_9178,0.13864999999999994
EID_13177,0.15535
EID_14300,0.17395
EID_4379,0.10744999999999999
EID_11285,0.15595
EID_14882,0.10695
EID_9969,0.4096
EID_23643,0.1926
EID_5935,0.2547
EID_7741,0.0721
EID_6176,0.13455
EID_5418,0.13225
EID_20626,0.27649999999999997
EID_1725,0.1701
EID_14317,0.5195
EID_12120,0.11305
EID_20264,0.21565
EID_16691,0.133
EID_1093,0.15385
EID_2565,0.009800000000000001
EID_11463,0.3422
EID_12005,0.3444
EID_10326,0.0267
EID_12582,0.45275000000000004
EID_18228,0.15894999999999998
EID_11670,0.43145
EID_24257,0.13055
EID_7024,0.0111
EID_10382,0.11095
EID_20210,0.2637
EID_10294,0.03975
EID_19941,0.40604999999999997
EID_25572,0.2354
EID_7758,0.17065000000000002
EID_22718,0.3751
EID_1078,0.026699999999999998
EID_8227,0.09475
EID_1702,0.2253
EID_3532,0.17465
EID_22452,0.10985
EID_3019,0.02935
EID_22264,0.17859999999999998
EID_9866,0.0057
EID_3520,0.53765
EID_21098,0.11505000000000001
EID_1186,0.25575
EID_12355,0.0659
EID_11020,0.1593
EID_19193,0.22604999999999997
EID_17787,0.19725
EID_13719,0.07275000000000001
EID_24449,0.15555
EID_12957,0.41535
EID_24794,0.1514
EID_2866,0.38825000000000004
EID_10563,0.5931500000000001
EID_22492,0.09784999999999999
EID_4106,0.15894999999999998
EID_6648,0.08045
EID_7209,0.1658
EID_9692,0.37465
EID_22763,0.13615
EID_12622,0.1622
EID_9831,0.20679999999999998
EID_5731,0.0562
EID_1114,0.0559
EID_25017,0.39645
EID_22956,0.16515000000000002
EID_5549,0.1074
EID_12022,0.40640000000000004
EID_8034,0.0636
EID_20644,0.2561
EID_20125,0.13945000000000002
EID_21957,0.1493
EID_8870,0.0664
EID_2305,0.1014
EID_3977,0.2546
EID_14845,0.0715
EID_6629,0.0678
EID_14577,0.11045
EID_24509,0.1326
EID_1530,0.14199999999999996
EID_21524,0.1067
EID_6647,0.36760000000000004
EID_19730,0.47500000000000003
EID_4424,0.14789999999999998
EID_7964,0.8512
EID_6289,0.19315
EID_2899,0.561
EID_2827,0.56045
EID_8801,0.301
EID_20454,0.2364
EID_18988,0.1915
EID_8405,0.1691
EID_14497,0.20224999999999999
EID_11769,0.1268
EID_21353,0.3113
EID_2221,0.08345
EID_13218,0.24505
EID_4576,0.4813
EID_17470,0.3486
EID_14817,0.2183
EID_21845,0.14925
EID_21987,0.1055
EID_1168,0.2571
EID_14315,0.08745
EID_5043,0.22005
EID_1967,0.14435
EID_22274,0.17415
EID_11091,0.15915
EID_18421,0.19245
EID_8316,0.6468499999999999
EID_13308,0.0915
EID_19481,0.1347
EID_17732,0.03355
EID_4504,0.10105
EID_2539,0.07195
EID_19529,0.07935
EID_2279,0.26595
EID_14508,0.4575
EID_12241,0.0412
EID_11530,0.0869
EID_20147,0.1965
EID_6154,0.2323
EID_3523,0.03515
EID_20453,0.30905
EID_11929,0.1675
EID_12840,0.19090000000000001
EID_22320,0.0577
EID_25383,0.50775
EID_10731,0.1454
EID_1017,0.18480000000000002
EID_1819,0.0494
EID_22849,0.19715000000000002
EID_12290,0.546
EID_24238,0.0671
EID_3105,0.037349999999999994
EID_14242,0.05385
EID_16569,0.4357
EID_8094,0.13575
EID_7824,0.20079999999999998
EID_8978,0.1546
EID_25314,0.09419999999999999
EID_17810,0.11945
EID_14856,0.08095
EID_22144,0.1512
EID_23603,0.14604999999999999
EID_7211,0.1818
EID_19340,0.25385
EID_1501,0.27035
EID_22111,0.15035
EID_16147,0.0935
EID_16746,0.18825
EID_20777,0.315
EID_12999,0.19615
EID_21663,0.1131
EID_11862,0.09905
EID_17683,0.23609999999999998
EID_19819,0.2149
EID_21562,0.18159999999999998
EID_24390,0.03665
EID_14444,0.1155
EID_3261,0.09825
EID_7752,0.345
EID_3033,0.28925
EID_22433,0.11495
EID_23727,0.5023
EID_24107,0.1405
EID_22537,0.0979
EID_13645,0.06459999999999999
EID_16021,0.07055
EID_19800,0.2329
EID_1944,0.14205
EID_15868,0.1217
EID_22188,0.36965000000000003
EID_13833,0.3431
EID_15028,0.04794999999999999
EID_24861,0.07645
EID_13033,0.1383
EID_23673,0.2156
EID_13265,0.12134999999999994
EID_23411,0.1767
EID_3761,0.09240000000000001
EID_7299,0.08275
EID_2379,0.11989999999999999
EID_18863,0.13990000000000002
EID_12115,0.0751
EID_23879,0.08675
EID_16586,0.14195
EID_19003,0.08495
EID_11107,0.04345
EID_15416,0.15375
EID_19214,0.0742
EID_5135,0.16109999999999997
EID_22464,0.47254999999999997
EID_22759,0.22999999999999998
EID_17833,0.49160000000000004
EID_17627,0.05935
EID_25730,0.1205
EID_2377,0.1939
EID_18085,0.2534
EID_14096,0.1251
EID_8384,0.07435
EID_17105,0.46349999999999997
EID_9929,0.08565
EID_13267,0.12040000000000001
EID_12954,0.25445
EID_4464,0.14035
EID_11464,0.1609
