Employee_ID,Attrition_rate
EID_22713,0.20017999999999997
EID_9658,0.40221999999999997
EID_22203,0.07361999999999999
EID_7652,0.14046
EID_6516,0.16416
EID_20283,0.24592
EID_21014,0.17923999999999998
EID_7693,0.14264000000000002
EID_13232,0.12156
EID_6515,0.15575999999999998
EID_13639,0.15582
EID_14669,0.1941
EID_16537,0.17351999999999998
EID_5782,0.08843999999999999
EID_20157,0.10791999999999999
EID_1855,0.18112
EID_20748,0.20822
EID_23179,0.10486
EID_12838,0.11614
EID_21656,0.15406
EID_8844,0.26456
EID_1536,0.10806
EID_8822,0.21636000000000002
EID_11398,0.28493999999999997
EID_12965,0.07748
EID_5204,0.10289999999999999
EID_10030,0.55262
EID_13227,0.14342000000000002
EID_20607,0.24256000000000003
EID_14070,0.2283
EID_3755,0.31748
EID_5459,0.17528000000000002
EID_7697,0.30376000000000003
EID_3935,0.1342
EID_19046,0.22558000000000003
EID_4040,0.12122
EID_17730,0.17766
EID_4995,0.22224000000000005
EID_24653,0.32226
EID_6978,0.21184000000000003
EID_13775,0.19428
EID_14608,0.23880000000000004
EID_3148,0.07248
EID_24868,0.32949999999999996
EID_5521,0.28552
EID_21155,0.12416
EID_3840,0.22022
EID_10646,0.17717999999999998
EID_6711,0.34374
EID_16247,0.12906
EID_16789,0.20426000000000002
EID_17967,0.40152
EID_13270,0.26232
EID_18462,0.27136
EID_22248,0.22074
EID_22693,0.30948000000000003
EID_25662,0.12802
EID_23346,0.23064
EID_4437,0.40800000000000003
EID_18108,0.13102
EID_7000,0.09696
EID_22770,0.0753
EID_7816,0.17930000000000001
EID_19615,0.16135999999999998
EID_23807,0.25138
EID_16764,0.09456
EID_16818,0.07127999999999998
EID_22712,0.19734
EID_18198,0.14222
EID_11154,0.364
EID_22137,0.15702
EID_11655,0.42172
EID_18514,0.23756
EID_24742,0.26183999999999996
EID_16019,0.12142
EID_7357,0.10236
EID_20106,0.22418
EID_13284,0.3236
EID_5451,0.0974
EID_19728,0.16194
EID_9178,0.20467999999999997
EID_13177,0.09953999999999999
EID_14300,0.193
EID_4379,0.10626
EID_11285,0.29558
EID_14882,0.21555999999999997
EID_9969,0.26408
EID_23643,0.14911999999999997
EID_5935,0.18495999999999999
EID_7741,0.14662
EID_6176,0.16852
EID_5418,0.19894000000000003
EID_20626,0.21204
EID_1725,0.07122
EID_14317,0.30788
EID_12120,0.10400000000000001
EID_20264,0.14750000000000002
EID_16691,0.13513999999999998
EID_1093,0.17773999999999998
EID_2565,0.16662
EID_11463,0.25422
EID_12005,0.23708
EID_10326,0.08304
EID_12582,0.26588
EID_18228,0.19326
EID_11670,0.23972
EID_24257,0.26458
EID_7024,0.06172
EID_10382,0.08628
EID_20210,0.20523999999999995
EID_10294,0.25334
EID_19941,0.43878000000000006
EID_25572,0.18592
EID_7758,0.13138
EID_22718,0.2703
EID_1078,0.19412
EID_8227,0.11816
EID_1702,0.21684
EID_3532,0.14884
EID_22452,0.11468
EID_3019,0.13182
EID_22264,0.08557999999999999
EID_9866,0.10846
EID_3520,0.33134
EID_21098,0.08236
EID_1186,0.15792
EID_12355,0.10952000000000002
EID_11020,0.18486
EID_19193,0.17085999999999998
EID_17787,0.31345999999999996
EID_13719,0.10928
EID_24449,0.15238000000000002
EID_12957,0.2727
EID_24794,0.10254
EID_2866,0.27576000000000006
EID_10563,0.42152
EID_22492,0.17406
EID_4106,0.17087999999999998
EID_6648,0.11004
EID_7209,0.24488
EID_9692,0.24247999999999997
EID_22763,0.23271999999999998
EID_12622,0.14895999999999998
EID_9831,0.24652
EID_5731,0.16638
EID_1114,0.19063999999999998
EID_25017,0.23874
EID_22956,0.12408000000000001
EID_5549,0.17165999999999998
EID_12022,0.35518
EID_8034,0.19440000000000002
EID_20644,0.19952
EID_20125,0.09822
EID_21957,0.14548
EID_8870,0.15736
EID_2305,0.30300000000000005
EID_3977,0.20462000000000002
EID_14845,0.10974000000000002
EID_6629,0.07912
EID_14577,0.33998
EID_24509,0.21734
EID_1530,0.10485999999999998
EID_21524,0.12872
EID_6647,0.19012
EID_19730,0.26812
EID_4424,0.19417999999999996
EID_7964,0.42458
EID_6289,0.1592
EID_2899,0.28126
EID_2827,0.49695999999999996
EID_8801,0.19266
EID_20454,0.16963999999999999
EID_18988,0.14496
EID_8405,0.1086
EID_14497,0.32472
EID_11769,0.15396
EID_21353,0.21622
EID_2221,0.32914
EID_13218,0.20267999999999997
EID_4576,0.37914
EID_17470,0.2812
EID_14817,0.18919999999999998
EID_21845,0.08957999999999999
EID_21987,0.24128
EID_1168,0.23696
EID_14315,0.16519999999999999
EID_5043,0.14578
EID_1967,0.17394
EID_22274,0.15044
EID_11091,0.17370000000000002
EID_18421,0.23182
EID_8316,0.34706
EID_13308,0.06745999999999999
EID_19481,0.20856
EID_17732,0.09758
EID_4504,0.14262000000000002
EID_2539,0.12052
EID_19529,0.12689999999999999
EID_2279,0.17816
EID_14508,0.35230000000000006
EID_12241,0.061959999999999994
EID_11530,0.11424000000000001
EID_20147,0.19378
EID_6154,0.24154000000000003
EID_3523,0.08136
EID_20453,0.17756
EID_11929,0.15848
EID_12840,0.3541
EID_22320,0.10988
EID_25383,0.33388000000000007
EID_10731,0.13757999999999998
EID_1017,0.22271999999999997
EID_1819,0.1505
EID_22849,0.15976
EID_12290,0.27490000000000003
EID_24238,0.13552
EID_3105,0.11511999999999997
EID_14242,0.17058
EID_16569,0.30942000000000003
EID_8094,0.0947
EID_7824,0.16604000000000002
EID_8978,0.09485999999999999
EID_25314,0.13344
EID_17810,0.20505999999999996
EID_14856,0.11529999999999999
