Product_id,Selling_Price
SCHE4YSTDVPVZVXW,3582.5
ACCEGCATKHNRXUHW,2296.25
NKCE6GJ5XVJDXNNZ,11119.5
NKCEB8BK3ZXDHDHM,8972.25
TOPEFDXSAHRNPF94,5628.5
ACCE558KZHEPZYMG,8811.0
ACCEAZCVAMFHDPY7,5015.5
NKCDYNY37JPBGBVM,2856.75
NKCEY8KWY33FCUYD,7188.75
RNGE4YPTQYRECV9J,4503.25
NKCE88AHBHJZREXH,4197.25
CLTEJ5ZZGBP4JGGE,7435.0
WATE3NWH5FZWAMDA,7384.75
CAGE53FSFZVFPFHQ,2103.0
PCSEAKVBFFPGCHNZ,3867.75
WATDFFH3KJYBTYGG,6906.25
NKCDWHFQSCHHYZMP,3029.0
RNGEB2PG3Q5RKDW6,3572.75
NKCE5UY9HHPZGGUZ,4519.0
KTAEHETW3ZCMFMJR,4269.25
BRAEBBYRVF9MHJHU,7181.25
NKCEAX7HAQ2RJA3Q,9852.0
CRTECN2RQZWBSP9W,5080.25
WATDEWZ9UHSEHGZG,9152.5
PTPEYW8HNV6G9YYR,3115.0
ACCEAMGZRRYVAHDC,5019.25
SRTEHHXG8MUXTGPA,5873.5
SKIE4S4NN4MHYM3Z,4901.5
HMBE7G34YHWPWKYN,7054.0
LLIEGTMFJBD7ZZZM,12952.75
ACCEJGH6JVTM4CBH,1227.5
ACCDQDYBXJ9HZF37,9498.5
RNGE88FRGZCXNKUG,192.25
NKCE7M3QNNPZDXHQ,9772.25
VLBEGFFDP9H6WG2T,3606.5
TOPEAFG4YEQSH5TT,2810.75
WATEYAP3K2QQQWDH,5326.0
PCSEBDFUFJWGARNX,9915.75
SWTEGXQFZY95SKG7,4867.75
BRAEGJFXSM9ZQ6SK,6228.75
CAGE6FYKP34GA4GF,7152.0
HMBEJCMH78VJF3M8,4533.5
HIFEB7J3GSTVN5XJ,10038.75
PBXE6ZHNGZREWWHR,4667.75
PCSEAKVBNXFGZBKB,6657.5
BRAEBBMQQNZ9RZWR,5703.25
ACCEGKFCXHZZH44S,581.75
SHODXQRRGKZ74U9M,4474.25
DREE2Y6DVEKVVQQS,4592.25
PBXE8ZHHG5Y525BT,6799.0
CTTEH9FXZHGFKUA3,7782.5
ACCDXFZXGQTBTM6N,3776.5
NKCE9PFF3TT4KSQJ,7461.5
BRAE6NZAZK77HXZK,1417.25
