Product_id,Selling_Price
SCHE4YSTDVPVZVXW,3645.966990285714
ACCEGCATKHNRXUHW,3072.872798285714
NKCE6GJ5XVJDXNNZ,11577.14411942857
NKCEB8BK3ZXDHDHM,10680.819637714287
TOPEFDXSAHRNPF94,5225.351007
ACCE558KZHEPZYMG,8393.346037285713
ACCEAZCVAMFHDPY7,4568.886462428572
NKCDYNY37JPBGBVM,3324.7429311428573
NKCEY8KWY33FCUYD,7903.692707142857
RNGE4YPTQYRECV9J,4149.474247714285
NKCE88AHBHJZREXH,3275.8906488
CLTEJ5ZZGBP4JGGE,7125.493748714286
WATE3NWH5FZWAMDA,7807.477317428572
CAGE53FSFZVFPFHQ,3087.8504965714283
PCSEAKVBFFPGCHNZ,3656.793381
WATDFFH3KJYBTYGG,7120.157897142856
NKCDWHFQSCHHYZMP,3006.644245892857
RNGEB2PG3Q5RKDW6,3550.7761791428575
NKCE5UY9HHPZGGUZ,4368.406736571428
KTAEHETW3ZCMFMJR,4287.840012714286
BRAEBBYRVF9MHJHU,6980.886853285714
NKCEAX7HAQ2RJA3Q,7643.676574285714
CRTECN2RQZWBSP9W,5121.697740142858
WATDEWZ9UHSEHGZG,8220.234647428571
PTPEYW8HNV6G9YYR,2979.933207428571
ACCEAMGZRRYVAHDC,4959.868385142857
SRTEHHXG8MUXTGPA,5977.611443
SKIE4S4NN4MHYM3Z,3963.439394285714
HMBE7G34YHWPWKYN,7000.178410714286
LLIEGTMFJBD7ZZZM,10971.084000057144
ACCEJGH6JVTM4CBH,4773.879386642856
ACCDQDYBXJ9HZF37,9145.443021857142
RNGE88FRGZCXNKUG,3991.489709142857
NKCE7M3QNNPZDXHQ,10096.513576571428
VLBEGFFDP9H6WG2T,2497.1542074285717
TOPEAFG4YEQSH5TT,3217.8056272857143
WATEYAP3K2QQQWDH,4132.86458295
PCSEBDFUFJWGARNX,10190.4534
SWTEGXQFZY95SKG7,4537.539128485714
BRAEGJFXSM9ZQ6SK,5337.764824228571
CAGE6FYKP34GA4GF,7924.632269999999
HMBEJCMH78VJF3M8,3551.3596510857146
HIFEB7J3GSTVN5XJ,9166.360598035713
PBXE6ZHNGZREWWHR,3673.8031377142856
PCSEAKVBNXFGZBKB,5720.690595571429
BRAEBBMQQNZ9RZWR,5539.968859714286
ACCEGKFCXHZZH44S,4323.19735767857
SHODXQRRGKZ74U9M,3636.072738285715
DREE2Y6DVEKVVQQS,4636.9767437142855
PBXE8ZHHG5Y525BT,5358.582645428571
CTTEH9FXZHGFKUA3,8544.26819342857
ACCDXFZXGQTBTM6N,3829.929412735714
NKCE9PFF3TT4KSQJ,5903.2780302857145
BRAE6NZAZK77HXZK,1138.2932466285715
NKCE4TV42BHDP63U,3221.5417872857142
AIREDGGD9RJPZGYW,5139.50007
PCSEDAPMHR2HNHWP,7061.702201714286
PACE95FMAFXHZB5C,4475.609412
WATDG4KP445AV5XC,12517.404773571428
ACCE9EYRRNZYZUBG,1758.2052921714287
ACCE8XZMAHNC8JVS,3221.630309271429
SHOED5DCSTQKZCGF,3684.052987714286
NKCE64Z4NGBHNAY7,2617.449164142857
PBXE8WQTZ5GA2YYQ,1187.7055544571429
MUGEGZUMGYAPVSZH,3357.427390285714
PBXE4RB3Y3GXWPFV,4235.367821571429
PCSE2ZFDJJGFNHC7,3231.682727978571
CRTECN2QT5HKHZ8F,4636.7354192785715
MUGEACY8Q7ZYSTN8,1986.1900956857146
ACCEGG9VGRMQGHRD,5994.663947857143
PCSE76X48PVSDDVK,1674.0146091428574
PBXE6677X2D6UFZZ,3533.9595284571437
WCKEGGGD2TXHHTJC,1824.3727357071432
NKCE7MMGF4PPGNA6,2569.4995291428568
CRTECN2QYTPHK5YQ,4740.568341142857
OIDEJFCWMMR6JQBE,4961.325011142857
WATE5HFY4MJX6CHD,5304.207117857143
DREE4FC4TAR8M5GN,6421.629526085714
HACEGPF9DZVUZBFY,7376.903974142857
PBXE4Q7YF5KUYJYW,9247.209889000002
SHIED9YEH65NSA8N,9087.461329285714
WATDHMQJ68MVBRFV,11941.292267142857
HMBEGWTFEV4TF2RH,2420.3876276571427
SHIE2FH7YTVDHFGT,3440.7688328571426
CRTECN2QYRY2KWZF,3740.733568
TSHEDJXPN4HNT2UP,5411.848960714286
SHOECZH5WGBZHZES,2856.0279394285712
NKCEDCT9MSAYG6H5,5479.765574142856
SOCEGGVYBTZPKXVP,4066.3532575714285
PBXECARAQBCDSAZW,4508.368073142858
CAGDU85YDHP9ZJH7,2731.4572919999996
TCVEHSMFEGNCAGYN,5180.5835477142855
RNGEDAPFZ2GKRUER,3718.5569604857133
CAGDY9Q7HSNDHGFC,3555.3461215714283
NKCECKHYZVHBQU9F,2167.7884637142856
NKCDQSVCRH8W73GF,5357.588361714285
WATD9H76RKGUUZHY,10243.090758485716
NKCE5HYVDQVATMKF,2067.933989142857
RNGE9GWMKVHGEYZG,3890.226558571429
SHOEAGUMMWFABHUT,2764.246796142857
SWDEGZMPYQGNEBHG,4272.163827
TOPEFDXSHZPHCUAU,7307.956951314286
CAGDU85Y85GDJGUD,2127.773050857143
CAGE4BQXK3FSTRRS,3036.8539582857143
CAGDZVGTV3SMMMBY,5462.438161714285
BEOEGXRVQPCKJHYC,2917.3593312000007
NKCE9YFBBYBM88DR,3423.260874857143
DREECZGZVWGQM23M,4191.2433358571425
PBXECYF3YHWYG4UN,1552.3796465357143
WATEBG8FGBPUPKCV,3755.7829517142854
SHIEEJG9RRDUH9XG,3732.3833372857143
CRTECN2QXAPEWXSF,2868.6447262857146
BRAEE6YMSYPNCUX3,2549.1794785714287
WATE9MVXJXHZHEJU,3352.897252714286
RNGDREYRQQGZAPQM,4600.171326057142
CTPEGGFSNDQFAAVE,3171.8503918571428
NKCEF2RFAPHSHZZZ,4344.824516
TOPDYAZZG5NU7ZBZ,6192.523657857143
PBXE7QPWMSS5XGPZ,1133.7212979714286
PCSECV3FHFAQ9T36,10872.299798857142
CRNEJB4NBT9BTM84,5065.542138285715
TSHEHU5RFJCTJKBV,5526.3494322642855
DREECZJC3XBKGDZT,4775.398778428572
SUDEGGATGYXA9YBC,10141.620382285715
BRAE8WYHTVZMFFHS,5012.101723
SFFEGZBXTYFSYJQA,4652.395590857142
ACCEABVYXNHCT8UE,5452.554466714285
BWLE6SJE9PXGV6DD,2754.1400068285716
NKCDYQ3RHYREHHYV,4629.376290000001
NKCECDCRWDMZEH2Z,4297.480509
SRTEH2F6HUZMQ6SJ,7096.258355142859
BRAE6KWFGZFXKPPB,3736.869507857143
HACEJQY5FQRZZUGM,7178.593631000001
CAGEYUXVF2FNARKD,3486.5435875714284
NKCE7M3QTHTCGVVF,3232.627894607143
TOPE8PBFNH9YNHFK,4660.839855
BRAEDQFRZS9QFYTQ,2322.164702857143
HMBEJCMMQR2JHFVP,3199.0143522857143
ACCDRFVG52PHVRSK,6788.317699714286
NKCE7MBR4QRBASDQ,3883.373748571429
NKCDWBPZNZU5K2QZ,4076.686912571429
BRAE8HMQATXFHFGZ,3363.369259285714
MUGEAGGKEGCPWWPN,2501.115854571429
BKPEGXYWWJPETZZA,4612.321032
SGLEGBV6ZNUJNJS9,5390.138823
CAGEYUXVAKNKDUUV,5831.92759542857
NKCEDH9ANZGDAUWG,2949.307713142857
NKCE5EHJHS38BUWB,2738.936344
PBXE9YWGRFUQXHQH,11330.858204714285
SHIE3QDHP5RDGMZY,3030.8582180000008
RNGE9HDVMPVBYPGJ,3106.5964914285714
SCHE4YSTCUUSJWCK,2372.9757908571432
SNDEGGTV9XERMGHH,6643.619366857142
PBXE92XFUMB7QWY6,7120.372022285715
CRTECN2QYK2R2PUS,4252.884874714286
TOPEEEPVYHHF9HGW,3214.689927428571
MUGE8F5RDEYMH4YH,4792.578756428572
NKCE52CSJ2GUY64G,2055.7054638571426
SHOE2K68QHZ3DWZF,3768.2882826214286
DREE9YJHZZHWHAU7,3151.080823285715
NKCEACYSHS4MGKGY,11878.247458000002
CAGECT64KH6CZVMR,11251.258934485713
WATD9H76RG5FQT5Y,11999.651817000002
NKCE5UY97ACC9QAZ,2960.0113389857142
